,0
15525,Canadian Pacific Railway Company
15526,Canadian Pacific Railway Company
15527,Canadian Pacific Railway Company
15528,Canadian Pacific Railway Company
15529,Canadian Pacific Railway Company
15530,"Sandys, Ed.W.|Canadian Pacific Railway Company"
15531,Canadian Pacific Railway Company
15532,Canadian Pacific Railway Company
15533,Canadian Pacific Railway Company
15534,Canadian Pacific Railway Company
15535,Canadian Pacific Railway Company
15536,Canadian Pacific Railway Company
15537,Canadian Pacific Railway Company
15538,Canadian Pacific Railway Company
15539,Canadian Pacific Railway Company
15540,Canadian Pacific Railway Company
15541,Canadian Pacific Railway Company
15542,Canadian Pacific Railway Company
15543,Canadian Pacific Railway Company
15544,Canadian Pacific Railway Company
15545,Canadian Pacific Railway Company
15546,Canadian Pacific Railway Company
15547,Canadian Pacific Railway Company
15548,Canadian Pacific Railway Company
15549,Canadian Pacific Railway Company
15550,Canadian Pacific Railway Company
15551,Canadian Pacific Railway Company
15552,"Bell, H.P."
15562,"Bell, Robert|Geological Survey of Canada"
15563,"Bell, Robert|Geological Survey of Canada"
15564,"Bell, Robert|Geological Survey of Canada"
15565,"Bell, Robert|Geological Survey of Canada"
15566,"Borden, Robert Laird"
15567,"Davidson, Charles"
15568,"Dewdney, E."
15569,"Hewson, M. Butt"
15570,[unknown]
15571,"Moberly, Walter"
15572,Revelstoke Historical Association
15573,Canadian Pacific Railway Company
15574,"Hanley, Ann"
15575,"Stanton, Robert B."
15576,Montreal Gazette
15577,"Tuck, Samuel Parker"
15578,"Macleod, H."
15579,"Macleod, H."
15580,[unknown]
15581,William Hoffer Bookseller
15582,"Tilley, S.L."
15583,"Macleod, H."
15584,"Macleod, H."
15585,"Crump, Nicholas"
15586,[unknown]
15587,"Tuck, Samuel Parker"
15588,"Fleming, Sandford"
15589,"Veritas., Philo."
15590,"Wilson, William"
15591,Canadian Pacific Railway Company
15592,"Howard, Roy E."
15593,Canada Post
15594,McLelland & Stewart Limited
15595,"McMartin, Pete"
15596,"Lavallée, Omer"
15597,"Lavallée, Omer"
15598,Canadian Pacific Railway Company
15599,Canada Post
15600,Centennial Museum
15634,"Canadian Pacific Railway Company|Smithers, Charles Francis|Hamilton, John|Thorne, Samuel"
15635,Canadian Pacific Railway Company|Guaranty Company of New York
15636,"Moore, Gary"
15683,Canadian Pacific Limited
15684,Canadian Pacific Limited
15685,Canadian Pacific Limited
15846,Canadian Pacific Railway Company
15847,Canadian Pacific Railway Company
15848,Canadian Pacific Railway Company
15891,Canadian Pacific Railway Company
15892,Esquimalt and Nanaimo Railway Company
15893,Raymond & Whitcomb Company.
15894,Canadian Pacific Railway Company
15895,Canadian Pacific Railway Company
15896,Canadian Pacific Railway Company
15940,Canadian Pacific Railway Company
15941,Canadian Pacific Railway Company
15942,Canadian Pacific Railway Company
16037,Canadian Pacific Limited
16038,Canadian Pacific Limited
16039,Canadian Pacific Limited
15601,"Blunt, C.D."
15602,Canada Post
15603,CP Rail
15604,Canadian Pacific Railway Company
15605,Glenbow-Alberta Institute. Glenbow Museum
15606,Glenbow-Alberta Institute. Glenbow Museum
15607,"Pynn, Larry"
15608,Canadian Pacific Limited
15609,Canadian Pacific Railway Company
15610,Sandman Inn
15611,"Wilson, Mark"
15612,CP Rail
15613,"Lavallée, Omer"
15614,"Osadchuk, Greg"
15615,"Wilson, Mark"
15616,P. Lawson Travel
15617,"Anderson, Garry W."
15618,CP Rail
15619,Sandman Inn
15620,Wayside Inn
15621,CP Rail
15622,"Leonard, J.M."
15623,Canadian Pacific Railway Company
15624,Winnipeg Board of Trade|Brandon Board of Trade
15625,Dominion of Canada. Minister of Railways and Canals|Canadian Pacific Railway Company
15626,"Biggar, E.B."
15627,Canadian Pacific Railway Company|Ontario and Quebec Railway Company
15628,"Canadian Pacific Railway Company|Baring, Edward Charles|Tupper, Charles"
15629,"Jackman, W.T."
15630,"Martin, Chester"
15631,"Nimmo, Joseph Jr.|Kirkwood, S.J."
15632,Canada
15633,Canadian Society of Civil Engineers
15637,[unknown]
15638,Canadian Pacific Railway Company
15639,Canada. Department of Trade and Commerce. Dominion Bureau of Statistics. Transportation Branch
15640,"Leslie, J."
15641,"Heeney, T."
15642,"Heeney, T."
15643,Canadian Pacific Railway Company
15644,Canadian Pacific Railway Company
15645,"Corgina, G.|DeMorgan, E.|DeMorgan, S.A."
15646,"Hamilton-Temple-Blackwood, Frederick"
15647,[unknown]
15648,"Wilhelm, Honor L."
15649,"MacBeth, R.G."
15650,Canadian Pacific Railway Company
15651,Canadian Pacific Railway Company
15652,"Canadian Pacific Railway Company|Wortham, H.E."
15656,Canadian Pacific Railway Company
15658,"Lefroy, Walter J.M."
15659,National Safety Council
15660,"Peters, Denis"
15661,Canadian Pacific Railway Company
15662,"Bailey, W.F."
15663,"Crane, Frank|Canadian Pacific Railway Company"
15664,"Gibbon, J. Murray|Hodge, George|Coleman, D.C.|Beatty, Edward"
15665,Canadian Pacific Railway Company
15666,Canada. Governor General (1872-1878: Dufferin)
15667,"Kennedy, Howard Angus"
15668,"Kennedy, Howard Angus"
15669,"McLeod, M."
15670,[unknown]
15671,"Wells, G.C."
15672,"Wells, G.C."
15673,Canadian Pacific Limited
15674,Canadian Pacific Limited
15675,Canadian Pacific Limited
15676,Canadian Pacific Limited
15677,Canadian Pacific Limited
15678,Canadian Pacific Limited
15679,Canadian Pacific Limited
15680,Canadian Pacific Railway Company
15681,Canadian Pacific Railway Company
15682,Canadian Pacific Limited
15686,"Gray, H.L."
15687,"Atkinson, Lord"
15688,Government of Canada. Board of Conciliation and Investigation.
15689,Canadian Pacific Railway Company
15690,Canadian Pacific Railway Company
15691,"Beatty, Edward"
15692,[unknown]
15693,"Beatty, Edward"
15694,"Beatty, Edward"
15695,"Beatty, Edward"
15696,"Beatty, Edward"
15697,"Beatty, Edward"
15698,"Beatty, Edward"
15699,"Beatty, Edward"
15700,"Beatty, Edward"
15701,"Beatty, Edward"
15702,"Beatty, Edward"
15703,"Beatty, Edward"
15704,"Beatty, Edward"
15705,"Smith, J. Harry|Canadian Pacific Railway Company"
15706,"Randal, Alan"
15707,Colonist Printing and Publishing Co.
15708,"Board of Trade (Saint John, N.B.)"
15709,"Crump, N.R."
15710,"Shaughnessy, Thomas G."
15711,City of Toronto
15712,"Coleman, D.C."
15713,"Stockbill, C.E.|Stephen, George"
15714,"Coleman, D.C.|Beatty, Edward"
15715,Canadian Pacific Railway Company
15716,[unknown]
15717,"Ogden, Isaac G.|Shaughnessy, Thomas G.|Canadian Pacific Railway Company"
15718,"Smith, Donald|McIntyre, Duncan|Stephen, George|Angus, R.B."
15719,"Shaughnessy, Thomas G.|Ogden, Isaac G."
15720,"Borden, Robert Laird"
15721,"Blake, Edward W."
15722,"Blake, Edward W."
15723,"Campbell, Alexander"
15724,Canada|Canadian Pacific Railway Company
15725,"Chapleau, M."
15726,"Hamilton-Temple-Blackwood, Frederick"
15727,"Langelier, F."
15728,[unknown]
15729,"Macdougall, William"
15730,"McLelan, A.W."
15731,Daily Mail
15732,"Stephen, George"
15733,Canadian National Railway Company|Canadian Pacific Railway Company
15734,"Tasse, Joseph"
15735,"Tupper, Charles|Langevin, H.L.|Plumb, J.B.|White, Thomas"
15736,"Tupper, Charles"
15737,"Tupper, Charles"
15738,"Dawson, S.J."
15739,Canada
15740,Canada
15741,Canada
15742,Canada. Department of Public Works
15743,Canada
15744,Canada
15745,Canada
15746,Canada
15747,Canada
15748,Canada. British Columbia. Provincial Secretary's Office
15749,Canada
15750,Canada
15751,Canada
15752,Canada
15753,Canada
15754,Canada
15755,Canada
15756,Canada
15757,Canada
15758,"Canada|Bourinot, J.G."
15759,Canada
15760,Canada
15761,"Beaugrand, Honoré"
15762,Canadian Pacific Railway Company
15763,Canadian Pacific Railway Company
15764,Canadian Pacific Railway Company
15765,Canadian Pacific Railway Company
15766,Canadian Pacific Railway Company
15767,Canadian Pacific Railway Company
15768,Canadian Pacific Railway Company
15769,Canadian Pacific Railway Company
15770,"Elliot, Charles"
15771,Times
15772,"Cooke, F.H."
15773,"M., W.F."
15774,Canadian Pacific Railway Company
15775,Canadian Pacific Railway Company
15776,Canadian Pacific Railway Company
15777,Canadian Pacific Railway Company
15778,"Morris, Keith|Canadian Pacific Railway Company"
15779,Canadian Pacific Railway Company
15780,Canadian Pacific Railway Company
15781,Canadian Pacific Railway Company
15782,Canadian Pacific Railway Company
15783,Canadian Pacific Railway Company
15784,Canadian Pacific Railway Company
15785,Canadian Pacific Railway Company
15786,Canadian Pacific Railway Company
15787,Canadian Pacific Railway Company
15788,Canadian Pacific Railway Company
15789,Canadian Pacific Railway Company
15790,Canadian Pacific Railway Company
15791,Canadian Pacific Railway Company
15792,Canadian Pacific Railway Company
15793,Canadian Pacific Railway Company
15794,Canadian Pacific Railway Company
15795,Canadian Pacific Railway Company
15796,Canadian Pacific Railway Company
15797,Canadian Pacific Railway Company
15798,Canadian Pacific Railway Company
15799,Canadian Pacific Limited
15800,Canadian Pacific Railway Company
15801,Canadian Pacific Railway Company
15802,Canadian Pacific Railway Company
15803,Canadian Pacific Railway Company
15804,Canadian Pacific Railway Company
15805,Canadian Pacific Railway Company
15806,Canadian Pacific Railway Company
15807,Canadian Pacific Railway Company
15808,Canadian Pacific Limited
15809,Victoria Daily Times
15810,Vancouver Express|Province (Newspaper)|Vancouver Sun
15811,Canadian Pacific Limited
15812,Canadian Pacific Railway Company
15813,Canadian Pacific Railway Company
15814,Canadian Pacific Railway Company
15815,Canadian Pacific Railway Company
15816,Canadian Pacific Railway Company
15817,Canadian Pacific Railway Company
15818,Canadian Pacific Railway Company
15819,Canadian Pacific Railway Company
15820,Province (Newspaper)|Vancouver Sun
15821,Canadian Pacific Railway Company
15822,Canadian Pacific Railway Company
15823,Canadian Pacific Railway Company
15824,Canadian Pacific Railway Company
15825,Canadian Pacific Railway Company
15826,Canadian Pacific Railway Company
15827,Canadian Pacific Railway Company
15828,Pullman's Palace Car Company
15829,Canadian Pacific Railway Company
15830,Canadian Pacific Railway Company
15831,Canadian Pacific Railway Company
15832,Canadian Pacific Railway Company
15833,Canadian Pacific Railway Company
15834,Canadian Pacific Railway Company
15835,[unknown]
15836,Canadian Pacific Railway Company
15837,Canadian Pacific Railway Company
15838,Canadian Pacific Railway Company
15839,Canadian Pacific Railway Company
15840,Canadian Pacific Railway Company
15841,Canadian Pacific Railway Company
15842,Canadian Pacific Railway Company
15843,Canadian Pacific Railway Company
15844,Canadian Pacific Railway Company
15845,Canadian Pacific Railway Company
15849,Canadian Pacific Railway Company
15850,Canadian Pacific Railway Company
15851,Canadian Pacific Railway Company
15852,Canadian Pacific Railway Company
15853,Canadian Pacific Railway Company
15854,Canadian Pacific Railway Company
15855,Canadian Pacific Railway Company
15856,Canadian Pacific Railway Company
15857,Canadian Pacific Railway Company
15858,Canadian Pacific Railway Company
15859,Canadian Pacific Railway Company
15860,Canadian Pacific Railway Company
15861,[unknown]
15862,Canadian Pacific Railway Company
15863,Tourism British Columbia
15864,"Huxtable, Nils"
15865,Railway Appliance Research|CP Rail
15866,Canadian Pacific Railway Company
15867,Canadian Pacific Railway Company
15868,Canadian Pacific Railway Company
15869,Canadian Pacific Railway Company
15870,Canadian Pacific Railway Company
15871,Canadian Pacific Railway Company
15872,Canadian Pacific Express Company
15873,Canada. Parliament
15874,Victoria & Sidney Railway Company
15875,Canada. Parliament
15876,Canada. Parliament
15877,Canada. Parliament
15878,Esquimalt and Nanaimo Railway Company
15879,Esquimalt and Nanaimo Railway Company
15880,Canadian Pacific Hotels
15881,Great Northern Railway
15882,Great Northern Railway
15883,Great Northern Railway
15884,Great Northern Railway
15885,Great Northern Railway
15886,Great Northern Railway
15887,Great Northern Railway
15888,"Canadian Pacific Railway Company|Michigan Central Railroad|Southern Pacific Company|Parmelee Company|Pullman Company|Walton, George"
15889,Canadian Pacific Railway Company
15890,Canadian Pacific Railway Company
15897,Canadian Pacific Railway Company
15898,Canadian Pacific Railway Company
15899,Canadian Pacific Railway Company
15900,Canadian Pacific Railway Company
15901,Canadian Pacific Railway Company
15902,Canadian Pacific Railway Company
15903,Canadian Pacific Railway Company
15904,Canadian Pacific Railway Company
15905,Canadian Pacific Railway Company
15906,Canadian Pacific Railway Company
15907,Canadian Pacific Railway Company
15908,Canadian Pacific Railway Company
15909,Canadian Pacific Railway Company
15910,Canadian Pacific Railway Company
15911,Canadian Pacific Railway Company
15912,Canadian Pacific Railway Company
15913,Canadian Pacific Railway Company
15914,Canadian Pacific Railway Company
15915,Canadian Pacific Limited
15916,Canadian Pacific Railway Company
15917,Canadian Pacific Railway Company
15918,Canadian Pacific Railway Company
15919,Canadian Pacific Railway Company
15920,Canadian Pacific Railway Company
15921,Canadian Pacific Railway Company
15922,Canadian Pacific Railway Company
15923,Canadian Pacific Limited
15924,[unknown]
15925,[unknown]
15926,[unknown]
15927,Raymond & Whitcomb Company.
15928,Canadian Pacific Railway Company
15929,Canadian Pacific Limited
15930,Canadian Pacific Express Company
15931,Canadian Pacific Railway Company
15932,Canadian National Railway Company
15933,British Association of Winnipeg
15934,Canadian Pacific Limited
15935,Canadian Pacific Railway Company
15936,Canadian Pacific Railway Company
15937,Canadian Pacific Railway Company
15938,Canadian Pacific Railway Company
15939,Canada. Board of Transport Commissioners
15943,Canadian Pacific Railway Company
15944,Canadian Pacific Railway Company
15945,Canadian Pacific Railway Company
15946,Canadian Pacific Railway Company
15947,Canada. Board of Transport Commissioners
15948,Canadian Pacific Railway Company
15949,Canadian Pacific Railway Company
15950,Canadian Pacific Railway Company
15951,Canadian Pacific Railway Company
15952,Canadian Pacific Limited
15953,Canadian Pacific Limited
15954,Canadian Pacific Limited
15955,Canadian Pacific Limited
15956,Canadian Pacific Limited
15957,Canadian Pacific Limited
15958,Canadian Pacific Limited
15959,Canadian Pacific Limited
15960,Trans-Canada Air Lines
15961,Canadian Pacific Air Lines
15962,Canadian Pacific Air Lines
15963,Canadian Pacific Air Lines
15964,Canadian Pacific Air Lines
15965,Canadian Pacific Air Lines
15966,Canadian Pacific Air Lines
15967,Canadian Pacific Air Lines
15968,Canadian Pacific Limited
15969,Canadian Pacific Air Lines
15970,Canadian Pacific Air Lines
15971,Canadian Pacific Air Lines
15972,Canadian Pacific Railway Company
15973,Canadian Pacific Railway Company
15974,Canadian Pacific Railway Company
15975,Canadian Pacific Railway Company
15976,Canadian Pacific Railway Company
15977,Canadian Pacific Hotels
15978,Canadian Pacific Railway Company
15979,Canadian Pacific Railway Company
15980,Canadian Pacific Express Company
15981,Canadian Pacific Railway Company
15982,Canadian Pacific Hotels
15983,Canadian Pacific Hotels
15984,Canadian Pacific Railway Company
15985,Canadian Pacific Limited
15986,Canadian Pacific Railway Company
15987,Canadian Pacific Railway Company
15988,Canadian Pacific Railway Company
15989,Canadian Pacific Railway Company
15990,Canadian Pacific Railway Company
15991,Canadian Pacific Limited
15992,Canadian Pacific Limited
15993,Canadian Pacific Limited
15994,Canadian Pacific Limited
15995,Canadian Pacific Limited
15996,Canadian Pacific Limited
15997,Canadian Pacific Limited
15998,Canadian Pacific Limited
15999,Canadian Pacific Limited
16000,Canadian Pacific Railway Company
16001,Canadian Pacific Railway Company
16002,Canadian Pacific Limited
16003,Canadian Pacific Limited
16004,Canadian Pacific Limited
16005,Canadian Pacific Limited
16006,Canadian Pacific Limited
16007,Canadian Pacific Limited
16008,Canadian Pacific Limited
16009,Canadian Pacific Limited
16010,Canadian Pacific Limited
16011,Canadian Pacific Limited
16012,Canadian Pacific Limited
16013,Canadian Pacific Limited
16014,Canadian Pacific Limited
16015,Canadian Pacific Limited
16016,Canadian Pacific Limited
16017,Canadian Pacific Limited
16018,Canadian Pacific Limited
16019,Canadian Pacific Limited
16020,Canadian Pacific Limited
16021,Canadian Pacific Limited
16022,Canadian Pacific Limited
16023,Canadian Pacific Limited
16024,Canadian Pacific Limited
16025,Canadian Pacific Limited
16026,Canadian Pacific Limited
16027,Canadian Pacific Limited
16028,Canadian Pacific Limited
16029,Canadian Pacific Limited
16030,Canadian Pacific Limited
16031,Canadian Pacific Limited
16032,Canadian Pacific Limited
16033,Canadian Pacific Limited
16034,Canadian Pacific Limited
16035,Canadian Pacific Limited
16036,Canadian Pacific Limited
16040,Canadian Pacific Limited
16041,Canadian Pacific Limited
16042,Canadian Pacific Limited
16358,Canadian Pacific Steamships Ocean Services Limited
16359,[unknown]
16360,Turisanda
16403,Canadian Pacific Steamships Ocean Services Limited
16404,Canadian Pacific Steamships Ocean Services Limited
16405,"Canadian Pacific Steamships Ocean Services Limited|Seal, Elizabeth Rayner"
16451,Canadian Pacific Steamships Ocean Services Limited|Peiping-Liaoning Railway
16452,Canadian Pacific Steamships Ocean Services Limited
16453,Canadian Pacific Steamships Ocean Services Limited
16543,Canadian Pacific Steamships Ocean Services Limited
16544,Canadian Pacific Railway Company
16545,Canadian Pacific Railway Company
16639,"Scidmore, Eliza Ruhamah|Canadian Pacific Railway Company"
16640,Canadian Pacific Railway Company
16641,Canadian Pacific Railway Company
16730,[unknown]
16731,Canadian Pacific Railway Company
16732,Canadian Pacific Steamships Ocean Services Limited
16832,Canadian Pacific Steamships Ocean Services Limited
16833,Canadian Pacific Limited
16834,Canadian Pacific Steamships Ocean Services Limited
16043,Canadian Pacific Limited
16044,Canadian Pacific Limited
16045,Canadian Pacific Limited
16046,Canadian Pacific Limited
16047,Canadian Pacific Limited
16048,Canadian Pacific Limited
16049,Canadian Pacific Limited
16050,Canadian Pacific Limited
16051,Canadian Pacific Limited
16052,Canadian Pacific Limited
16053,Canadian Pacific Limited
16054,Canadian Pacific Limited
16055,Canadian Pacific Limited
16056,Canadian Pacific Limited
16057,Canadian Pacific Limited
16058,Canadian Pacific Limited
16059,Canadian Pacific Limited
16060,Canadian Pacific Limited
16061,Canadian Pacific Limited
16062,Canadian Pacific Limited
16063,Canadian Pacific Limited
16064,Canadian Pacific Limited
16065,Canadian Pacific Limited
16066,Canadian Pacific Limited
16067,Canadian Pacific Limited
16068,Canadian Pacific Limited
16069,Canadian Pacific Limited
16070,Canadian Pacific Limited
16071,Canadian Pacific Limited
16072,Canadian Pacific Limited
16073,Canadian Pacific Limited
16074,Canadian Pacific Limited
16075,Canadian Pacific Limited
16076,Canadian Pacific Limited
16077,Canadian Pacific Limited
16078,Canadian Pacific Limited
16079,Canadian Pacific Limited
16080,Canadian Pacific Limited
16081,Canadian Pacific Limited
16082,Canadian Pacific Limited
16083,Canadian Pacific Limited
16084,Canadian Pacific Limited
16085,Canadian Pacific Limited
16086,Canadian Pacific Limited
16087,Canadian Pacific Limited
16088,Canadian Pacific Railway Company|Canadian National Railway Company
16089,Canadian Pacific Limited
16090,Canadian Pacific Limited
16091,Canadian Pacific Limited
16092,Canadian Pacific Limited
16093,Canadian Pacific Limited
16094,Canadian Pacific Limited
16095,Canadian Pacific Limited
16096,Canadian Pacific Limited
16097,Canadian Pacific Limited
16098,Canadian Pacific Limited
16099,Canadian Pacific Limited
16100,Canadian Pacific Limited
16101,Canadian Pacific Limited
16102,Canadian Pacific Limited
16103,Canadian Pacific Limited
16104,Canadian Pacific Limited
16105,Canadian Pacific Limited
16106,Canadian Pacific Limited
16107,Canadian Pacific Limited
16108,Canadian Pacific Air Lines
16109,"Canadian Pacific Air Lines|Lines, Kenneth W."
16110,Canadian Pacific Air Lines
16111,Canadian Pacific Air Lines
16112,Canadian Pacific Air Lines
16113,Canadian Pacific Air Lines
16114,Cavalier Tours Limited|Canadian Pacific Air Lines
16115,Canadian Pacific Limited
16116,Canadian Pacific Railway Company
16117,Canadian Pacific Air Lines
16118,Canadian Pacific Air Lines
16119,Canadian Pacific Air Lines
16120,Canadian Pacific Air Lines
16121,Canadian Pacific Air Lines
16122,Canadian Pacific Air Lines
16123,Canadian Pacific Air Lines
16124,Canadian Pacific Air Lines
16125,Canadian Pacific Limited
16126,Canadian Pacific Air Lines
16127,Canadian Pacific Air Lines
16128,Canadian Pacific Air Lines
16129,Canadian Pacific Air Lines
16130,Canadian Pacific Air Lines
16131,Canadian Pacific Air Lines
16132,Canadian Pacific Air Lines
16133,International Travel Service Limited|Canadian Pacific Air Lines
16134,Canadian Pacific Air Lines
16135,Canadian Pacific Air Lines
16136,"Wheeler, Elmer|Canadian Pacific Air Lines"
16137,Canadian Pacific Air Lines
16138,Canadian Pacific Air Lines
16139,Canadian Pacific Air Lines
16140,Canadian Pacific Air Lines
16141,Canadian Pacific Air Lines
16142,Canadian Pacific Air Lines
16143,Canadian Pacific Hotels
16144,Canadian Pacific Air Lines
16145,Canadian Pacific Air Lines
16146,Canadian Pacific Air Lines
16147,Canadian Pacific Air Lines
16148,Canadian Pacific Air Lines
16149,Canadian Pacific Air Lines
16150,Canadian Pacific Air Lines
16151,Canadian Pacific Air Lines
16152,Canadian Pacific Air Lines
16153,Canadian Pacific Air Lines
16154,Canadian Pacific Air Lines
16155,Canadian Pacific Air Lines
16156,Canadian Pacific Air Lines
16157,Canadian Pacific Air Lines
16158,Canadian Pacific Air Lines
16159,Canadian Pacific Air Lines
16160,Canadian Pacific Air Lines
16161,Canadian Pacific Limited
16162,Fourways Travel Limited|Canadian Pacific Air Lines
16163,Canadian Pacific Limited
16164,Canadian Pacific Limited
16165,Canadian Pacific Limited
16166,Canadian Pacific Air Lines
16167,Canadian Pacific Air Lines
16168,Canadian Pacific Air Lines
16169,Canadian Pacific Air Lines
16170,Canadian Pacific Air Lines
16171,Canadian Pacific Air Lines
16172,Canadian Pacific Limited
16173,Canadian Pacific Air Lines
16174,Canadian Pacific Air Lines
16175,Canadian Pacific Air Lines
16176,International Railway Publishing Company
16177,Canadian Pacific Air Lines
16178,Canadian Pacific Air Lines
16179,Canadian Pacific Air Lines
16180,Canadian Pacific Air Lines
16181,"Waun, Henry|Great North Western Telegraph Company of Canada"
16182,"Moore, M.W.|Canadian Pacific Express Company"
16183,Canadian Pacific Telegraph
16184,"Hughes, Lee|Canadian Pacific Telegraph"
16185,Canadian Pacific Telegraph
16186,Canadian Pacific Express Company
16187,Canadian Pacific Express Company
16188,Canadian Pacific Express Company
16189,"Whitelock, C.A.|Canadian Pacific Telegraph"
16190,Canadian Pacific Railway Company|Dominion Express Company
16191,Canadian Pacific Express Company
16192,Canadian Pacific Railway Company
16193,Canadian Pacific Telegraph
16194,Chicago and Eastern Illinois Railroad. Traffic Department.
16195,Canadian Pacific Railway Company
16196,Canadian Pacific Railway Company
16197,Canadian Pacific Railway Company
16198,Canadian Pacific Railway Company
16199,Canadian Pacific Railway Company
16200,Canadian Pacific Railway Company
16201,Canadian Pacific Railway Company
16202,William Notman and Son Photography
16203,"Thornley, Betty"
16204,Coast Publishing Company
16205,Canadian Pacific Railway Company
16206,Canadian Pacific Steamships Ocean Services Limited
16208,Canadian Pacific Limited
16209,Canadian Pacific Limited
16210,Canadian Pacific Limited
16211,Canadian Pacific Limited
16212,Canadian Pacific Limited
16213,Canadian Pacific Limited
16214,Canadian Pacific Steamships Ocean Services Limited
16215,Canadian Pacific Limited
16216,Canadian Pacific Limited
16217,Canadian Pacific Limited
16218,Canadian Pacific Limited
16219,Canadian Pacific Limited
16220,Canadian Pacific Limited
16221,Canadian Pacific Limited
16222,Canadian Pacific Limited
16223,Canadian Pacific Railway Company
16224,Canadian Pacific Railway Company
16225,Canadian Pacific Railway Company
16226,Canadian Pacific Railway Company
16227,Canadian Pacific Railway Company
16228,Canadian Pacific Railway Company
16229,Canadian Pacific Railway Company
16230,Canadian Pacific Railway Company
16231,Canadian Pacific Railway Company
16232,Canadian Pacific Railway Company
16233,Canadian Pacific Railway Company
16234,CP Rail
16235,CP Rail
16236,Canadian Pacific Railway Company
16237,CP Rail
16238,CP Rail
16239,CP Rail
16240,CP Rail
16241,CP Rail
16242,CP Rail
16243,CP Rail
16244,CP Rail
16245,CP Rail
16246,CP Rail
16247,CP Rail
16248,CP Rail
16249,CP Rail
16250,CP Rail
16251,CP Rail
16252,CP Rail
16253,CP Rail
16254,British Columbia Railway Company
16255,British Columbia Railway Company
16256,Esquimalt and Nanaimo Railway Company
16257,Esquimalt and Nanaimo Railway Company
16258,Esquimalt and Nanaimo Railway Company
16259,Esquimalt and Nanaimo Railway Company
16260,Canadian Pacific Limited
16261,Canadian Pacific Limited
16262,Canadian Pacific Limited
16263,"Brotherhood of Railway and Steamship Clerks, Freight Handlers, Express and Station Employees"
16264,Canadian Pacific Limited|CP Ships
16265,Canadian Pacific Railway Company
16266,Canadian Pacific Steamships Ocean Services Limited
16267,Canadian Pacific Steamships Ocean Services Limited
16268,Canadian Pacific Steamships Ocean Services Limited
16269,Canadian Pacific Steamships Ocean Services Limited
16270,Canadian Pacific Steamships Ocean Services Limited
16271,Canadian Pacific Steamships Ocean Services Limited
16272,[unknown]
16273,[unknown]
16274,"Amalgamated Press, Ltd."
16275,Canadian Pacific Steamships Ocean Services Limited
16276,Canadian Pacific Steamships Ocean Services Limited
16277,Canadian Pacific Steamships Ocean Services Limited
16278,Canadian Pacific Steamships Ocean Services Limited
16279,Canadian Pacific Steamships Ocean Services Limited
16280,Canadian Pacific Steamships Ocean Services Limited
16281,Canadian Pacific Steamships Ocean Services Limited
16282,Canadian Pacific Steamships Ocean Services Limited
16283,Canadian Pacific Steamships Ocean Services Limited
16285,Canadian Pacific Steamships Ocean Services Limited
16286,Canadian Pacific Steamships Ocean Services Limited
16287,Canadian Pacific Steamships Ocean Services Limited
16288,Canadian Pacific Steamships Ocean Services Limited
16289,Canadian Pacific Steamships Ocean Services Limited
16290,Canadian Pacific Steamships Ocean Services Limited
16291,Canadian Pacific Steamships Ocean Services Limited
16292,Canadian Pacific Steamships Ocean Services Limited
16293,Canadian Pacific Steamships Ocean Services Limited
16294,Canadian Pacific Steamships Ocean Services Limited
16295,Canadian Pacific Steamships Ocean Services Limited
16296,Canadian Pacific Steamships Ocean Services Limited
16297,Canadian Pacific Steamships Ocean Services Limited
16298,Canadian Pacific Steamships Ocean Services Limited
16299,Canadian Pacific Steamships Ocean Services Limited
16300,Canadian Pacific Steamships Ocean Services Limited
16301,Canadian Pacific Steamships Ocean Services Limited
16302,Canadian Pacific Steamships Ocean Services Limited
16303,Canadian Pacific Steamships Ocean Services Limited
16304,Canadian Pacific Steamships Ocean Services Limited
16305,Canadian Pacific Steamships Ocean Services Limited
16306,Canadian Pacific Steamships Ocean Services Limited
16307,Canadian Pacific Steamships Ocean Services Limited
16308,Canadian Pacific Steamships Ocean Services Limited
16309,Canadian Pacific Steamships Ocean Services Limited
16310,Canadian Pacific Steamships Ocean Services Limited
16311,"Mackintosh, Norman"
16312,[unknown]
16314,Canadian Pacific Steamships Ocean Services Limited
16315,Canadian Pacific Railway Company
16316,Canadian Pacific Railway Company
16317,Canadian Pacific Steamships Ocean Services Limited
16318,Canadian Pacific Steamships Ocean Services Limited
16319,Canadian Pacific Steamships Ocean Services Limited
16320,Canadian Pacific Steamships Ocean Services Limited
16321,Canadian Pacific Steamships Ocean Services Limited
16322,Canadian Pacific Steamships Ocean Services Limited
16323,Canadian Pacific Steamships Ocean Services Limited
16324,Canadian Pacific Steamships Ocean Services Limited
16325,Canadian Pacific Steamships Ocean Services Limited
16326,Canadian Pacific Steamships Ocean Services Limited
16327,Canadian Pacific Steamships Ocean Services Limited
16328,Canadian Pacific Steamships Ocean Services Limited
16329,Canadian Pacific Steamships Ocean Services Limited
16330,Canadian Pacific Steamships Ocean Services Limited
16331,Canadian Pacific Steamships Ocean Services Limited
16332,Canadian Pacific Steamships Ocean Services Limited
16333,Canadian Pacific Steamships Ocean Services Limited
16334,Canadian Pacific Steamships Ocean Services Limited
16335,Canadian Pacific Steamships Ocean Services Limited
16336,Canadian Pacific Steamships Ocean Services Limited
16337,Canadian Pacific Steamships Ocean Services Limited
